"perf_metric","perf_metric_diff","pvalue","names","method","perf_metric_name","seed"
1,0,1,"V154","glmnet","AUC",NA
1,0,1,"V1540","glmnet","AUC",NA
1,0,1,"V1541","glmnet","AUC",NA
1,0,1,"V1542","glmnet","AUC",NA
1,0,1,"V1543","glmnet","AUC",NA
1,0,1,"V1544","glmnet","AUC",NA
1,0,1,"V1545","glmnet","AUC",NA
1,0,1,"V1546","glmnet","AUC",NA
1,0,1,"V1547","glmnet","AUC",NA
1,0,1,"V1548","glmnet","AUC",NA
1,0,1,"V1549","glmnet","AUC",NA
1,0,1,"V155","glmnet","AUC",NA
1,0,1,"V1550","glmnet","AUC",NA
1,0,1,"V1551","glmnet","AUC",NA
1,0,1,"V1552","glmnet","AUC",NA
1,0,1,"V1553","glmnet","AUC",NA
1,0,1,"V1554","glmnet","AUC",NA
1,0,1,"V1555","glmnet","AUC",NA
1,0,1,"V1556","glmnet","AUC",NA
1,0,1,"V1557","glmnet","AUC",NA
1,0,1,"V1558","glmnet","AUC",NA
1,0,1,"V1559","glmnet","AUC",NA
1,0,1,"V156","glmnet","AUC",NA
1,0,1,"V1560","glmnet","AUC",NA
1,0,1,"V1561","glmnet","AUC",NA
1,0,1,"V1562","glmnet","AUC",NA
1,0,1,"V1563","glmnet","AUC",NA
1,0,1,"V1564","glmnet","AUC",NA
1,0,1,"V1565","glmnet","AUC",NA
1,0,1,"V1566","glmnet","AUC",NA
1,0,1,"V1567","glmnet","AUC",NA
1,0,1,"V1568","glmnet","AUC",NA
1,0,1,"V1569","glmnet","AUC",NA
1,0,1,"V157","glmnet","AUC",NA
1,0,1,"V1570","glmnet","AUC",NA
1,0,1,"V1571","glmnet","AUC",NA
1,0,1,"V1572","glmnet","AUC",NA
1,0,1,"V1573","glmnet","AUC",NA
1,0,1,"V1574","glmnet","AUC",NA
1,0,1,"V1575","glmnet","AUC",NA
1,0,1,"V1576","glmnet","AUC",NA
1,0,1,"V1577","glmnet","AUC",NA
1,0,1,"V1578","glmnet","AUC",NA
1,0,1,"V1579","glmnet","AUC",NA
1,0,1,"V158","glmnet","AUC",NA
1,0,1,"V1580","glmnet","AUC",NA
1,0,1,"V1581","glmnet","AUC",NA
1,0,1,"V1582","glmnet","AUC",NA
1,0,1,"V1583","glmnet","AUC",NA
1,0,1,"V1584","glmnet","AUC",NA
1,0,1,"V1585","glmnet","AUC",NA
1,0,1,"V1586","glmnet","AUC",NA
1,0,1,"V1587","glmnet","AUC",NA
1,0,1,"V1588","glmnet","AUC",NA
1,0,1,"V1589","glmnet","AUC",NA
1,0,1,"V159","glmnet","AUC",NA
1,0,1,"V1590","glmnet","AUC",NA
1,0,1,"V1591","glmnet","AUC",NA
1,0,1,"V1592","glmnet","AUC",NA
1,0,1,"V1593","glmnet","AUC",NA
1,0,1,"V1594","glmnet","AUC",NA
1,0,1,"V1595","glmnet","AUC",NA
1,0,1,"V1596","glmnet","AUC",NA
1,0,1,"V1597","glmnet","AUC",NA
1,0,1,"V1598","glmnet","AUC",NA
1,0,1,"V1599","glmnet","AUC",NA
1,0,1,"V16","glmnet","AUC",NA
1,0,1,"V160","glmnet","AUC",NA
1,0,1,"V1600","glmnet","AUC",NA
1,0,1,"V1601","glmnet","AUC",NA
1,0,1,"V1602","glmnet","AUC",NA
1,0,1,"V1603","glmnet","AUC",NA
1,0,1,"V1604","glmnet","AUC",NA
1,0,1,"V1605","glmnet","AUC",NA
1,0,1,"V1606","glmnet","AUC",NA
1,0,1,"V1607","glmnet","AUC",NA
1,0,1,"V1608","glmnet","AUC",NA
1,0,1,"V1609","glmnet","AUC",NA
1,0,1,"V161","glmnet","AUC",NA
1,0,1,"V1610","glmnet","AUC",NA
1,0,1,"V1611","glmnet","AUC",NA
1,0,1,"V1612","glmnet","AUC",NA
1,0,1,"V1613","glmnet","AUC",NA
1,0,1,"V1614","glmnet","AUC",NA
1,0,1,"V1615","glmnet","AUC",NA
1,0,1,"V1616","glmnet","AUC",NA
1,0,1,"V1617","glmnet","AUC",NA
1,0,1,"V1618","glmnet","AUC",NA
1,0,1,"V1619","glmnet","AUC",NA
1,0,1,"V162","glmnet","AUC",NA
1,0,1,"V1620","glmnet","AUC",NA
1,0,1,"V1621","glmnet","AUC",NA
1,0,1,"V1622","glmnet","AUC",NA
1,0,1,"V1623","glmnet","AUC",NA
1,0,1,"V1624","glmnet","AUC",NA
1,0,1,"V1625","glmnet","AUC",NA
1,0,1,"V1626","glmnet","AUC",NA
1,0,1,"V1627","glmnet","AUC",NA
1,0,1,"V1628","glmnet","AUC",NA
1,0,1,"V1629","glmnet","AUC",NA
1,0,1,"V163","glmnet","AUC",NA
1,0,1,"V1630","glmnet","AUC",NA
1,0,1,"V1631","glmnet","AUC",NA
1,0,1,"V1632","glmnet","AUC",NA
1,0,1,"V1633","glmnet","AUC",NA
1,0,1,"V1634","glmnet","AUC",NA
1,0,1,"V1635","glmnet","AUC",NA
1,0,1,"V1636","glmnet","AUC",NA
1,0,1,"V1637","glmnet","AUC",NA
1,0,1,"V1638","glmnet","AUC",NA
1,0,1,"V1639","glmnet","AUC",NA
1,0,1,"V164","glmnet","AUC",NA
1,0,1,"V1640","glmnet","AUC",NA
1,0,1,"V1641","glmnet","AUC",NA
1,0,1,"V1642","glmnet","AUC",NA
1,0,1,"V1643","glmnet","AUC",NA
1,0,1,"V1644","glmnet","AUC",NA
1,0,1,"V1645","glmnet","AUC",NA
1,0,1,"V1646","glmnet","AUC",NA
1,0,1,"V1647","glmnet","AUC",NA
1,0,1,"V1648","glmnet","AUC",NA
1,0,1,"V1649","glmnet","AUC",NA
1,0,1,"V165","glmnet","AUC",NA
1,0,1,"V1650","glmnet","AUC",NA
1,0,1,"V1651","glmnet","AUC",NA
1,0,1,"V1652","glmnet","AUC",NA
1,0,1,"V1653","glmnet","AUC",NA
1,0,1,"V1654","glmnet","AUC",NA
1,0,1,"V1655","glmnet","AUC",NA
1,0,1,"V1656","glmnet","AUC",NA
1,0,1,"V1657","glmnet","AUC",NA
1,0,1,"V1658","glmnet","AUC",NA
1,0,1,"V1659","glmnet","AUC",NA
1,0,1,"V166","glmnet","AUC",NA
1,0,1,"V1660","glmnet","AUC",NA
1,0,1,"V1661","glmnet","AUC",NA
1,0,1,"V1662","glmnet","AUC",NA
1,0,1,"V1663","glmnet","AUC",NA
1,0,1,"V1664","glmnet","AUC",NA
1,0,1,"V1665","glmnet","AUC",NA
1,0,1,"V1666","glmnet","AUC",NA
1,0,1,"V1667","glmnet","AUC",NA
1,0,1,"V1668","glmnet","AUC",NA
1,0,1,"V1669","glmnet","AUC",NA
1,0,1,"V167","glmnet","AUC",NA
1,0,1,"V1670","glmnet","AUC",NA
1,0,1,"V1671","glmnet","AUC",NA
1,0,1,"V1672","glmnet","AUC",NA
1,0,1,"V1673","glmnet","AUC",NA
1,0,1,"V1674","glmnet","AUC",NA
1,0,1,"V1675","glmnet","AUC",NA
1,0,1,"V1676","glmnet","AUC",NA
1,0,1,"V1677","glmnet","AUC",NA
1,0,1,"V1678","glmnet","AUC",NA
1,0,1,"V1679","glmnet","AUC",NA
1,0,1,"V168","glmnet","AUC",NA
1,0,1,"V1680","glmnet","AUC",NA
1,0,1,"V1681","glmnet","AUC",NA
1,0,1,"V1682","glmnet","AUC",NA
1,0,1,"V1683","glmnet","AUC",NA
1,0,1,"V1684","glmnet","AUC",NA
1,0,1,"V1685","glmnet","AUC",NA
1,0,1,"V1686","glmnet","AUC",NA
1,0,1,"V1687","glmnet","AUC",NA
1,0,1,"V1688","glmnet","AUC",NA
1,0,1,"V1689","glmnet","AUC",NA
1,0,1,"V169","glmnet","AUC",NA
1,0,1,"V1690","glmnet","AUC",NA
1,0,1,"V1691","glmnet","AUC",NA
1,0,1,"V1692","glmnet","AUC",NA
1,0,1,"V1693","glmnet","AUC",NA
1,0,1,"V1694","glmnet","AUC",NA
1,0,1,"V1695","glmnet","AUC",NA
1,0,1,"V1696","glmnet","AUC",NA
1,0,1,"V1697","glmnet","AUC",NA
1,0,1,"V1698","glmnet","AUC",NA
1,0,1,"V1699","glmnet","AUC",NA
1,0,1,"V17","glmnet","AUC",NA
1,0,1,"V170","glmnet","AUC",NA
1,0,1,"V1700","glmnet","AUC",NA
1,0,1,"V1701","glmnet","AUC",NA
1,0,1,"V1702","glmnet","AUC",NA
1,0,1,"V1703","glmnet","AUC",NA
1,0,1,"V1704","glmnet","AUC",NA
1,0,1,"V1705","glmnet","AUC",NA
1,0,1,"V1706","glmnet","AUC",NA
1,0,1,"V1707","glmnet","AUC",NA
1,0,1,"V1708","glmnet","AUC",NA
1,0,1,"V1709","glmnet","AUC",NA
1,0,1,"V171","glmnet","AUC",NA
1,0,1,"V1710","glmnet","AUC",NA
1,0,1,"V1711","glmnet","AUC",NA
1,0,1,"V1712","glmnet","AUC",NA
1,0,1,"V1713","glmnet","AUC",NA
1,0,1,"V1714","glmnet","AUC",NA
1,0,1,"V1715","glmnet","AUC",NA
1,0,1,"V1716","glmnet","AUC",NA
1,0,1,"V1717","glmnet","AUC",NA
1,0,1,"V1718","glmnet","AUC",NA
1,0,1,"V1719","glmnet","AUC",NA
1,0,1,"V172","glmnet","AUC",NA
1,0,1,"V1720","glmnet","AUC",NA
1,0,1,"V1721","glmnet","AUC",NA
1,0,1,"V1722","glmnet","AUC",NA
1,0,1,"V1723","glmnet","AUC",NA
1,0,1,"V1724","glmnet","AUC",NA
1,0,1,"V1725","glmnet","AUC",NA
1,0,1,"V1726","glmnet","AUC",NA
1,0,1,"V1727","glmnet","AUC",NA
1,0,1,"V1728","glmnet","AUC",NA
1,0,1,"V1729","glmnet","AUC",NA
1,0,1,"V173","glmnet","AUC",NA
1,0,1,"V1730","glmnet","AUC",NA
1,0,1,"V1731","glmnet","AUC",NA
1,0,1,"V1732","glmnet","AUC",NA
1,0,1,"V1733","glmnet","AUC",NA
1,0,1,"V1734","glmnet","AUC",NA
1,0,1,"V1735","glmnet","AUC",NA
1,0,1,"V1736","glmnet","AUC",NA
1,0,1,"V1737","glmnet","AUC",NA
1,0,1,"V1738","glmnet","AUC",NA
1,0,1,"V1739","glmnet","AUC",NA
1,0,1,"V174","glmnet","AUC",NA
1,0,1,"V1740","glmnet","AUC",NA
1,0,1,"V1741","glmnet","AUC",NA
1,0,1,"V1742","glmnet","AUC",NA
1,0,1,"V1743","glmnet","AUC",NA
1,0,1,"V1744","glmnet","AUC",NA
1,0,1,"V1745","glmnet","AUC",NA
1,0,1,"V1746","glmnet","AUC",NA
1,0,1,"V1747","glmnet","AUC",NA
1,0,1,"V1748","glmnet","AUC",NA
1,0,1,"V1749","glmnet","AUC",NA
1,0,1,"V175","glmnet","AUC",NA
1,0,1,"V1750","glmnet","AUC",NA
1,0,1,"V1751","glmnet","AUC",NA
1,0,1,"V1752","glmnet","AUC",NA
1,0,1,"V1753","glmnet","AUC",NA
1,0,1,"V1754","glmnet","AUC",NA
1,0,1,"V1755","glmnet","AUC",NA
1,0,1,"V1756","glmnet","AUC",NA
1,0,1,"V1757","glmnet","AUC",NA
1,0,1,"V1758","glmnet","AUC",NA
1,0,1,"V1759","glmnet","AUC",NA
1,0,1,"V176","glmnet","AUC",NA
1,0,1,"V1760","glmnet","AUC",NA
1,0,1,"V1761","glmnet","AUC",NA
1,0,1,"V1762","glmnet","AUC",NA
1,0,1,"V1763","glmnet","AUC",NA
1,0,1,"V1764","glmnet","AUC",NA
1,0,1,"V1765","glmnet","AUC",NA
1,0,1,"V1766","glmnet","AUC",NA
1,0,1,"V1767","glmnet","AUC",NA
1,0,1,"V1768","glmnet","AUC",NA
1,0,1,"V1769","glmnet","AUC",NA
1,0,1,"V177","glmnet","AUC",NA
1,0,1,"V1770","glmnet","AUC",NA
1,0,1,"V1771","glmnet","AUC",NA
1,0,1,"V1772","glmnet","AUC",NA
1,0,1,"V1773","glmnet","AUC",NA
1,0,1,"V1774","glmnet","AUC",NA
1,0,1,"V1775","glmnet","AUC",NA
1,0,1,"V1776","glmnet","AUC",NA
1,0,1,"V1777","glmnet","AUC",NA
1,0,1,"V1778","glmnet","AUC",NA
1,0,1,"V1779","glmnet","AUC",NA
1,0,1,"V178","glmnet","AUC",NA
1,0,1,"V1780","glmnet","AUC",NA
1,0,1,"V1781","glmnet","AUC",NA
1,0,1,"V1782","glmnet","AUC",NA
1,0,1,"V1783","glmnet","AUC",NA
1,0,1,"V1784","glmnet","AUC",NA
1,0,1,"V1785","glmnet","AUC",NA
1,0,1,"V1786","glmnet","AUC",NA
1,0,1,"V1787","glmnet","AUC",NA
1,0,1,"V1788","glmnet","AUC",NA
1,0,1,"V1789","glmnet","AUC",NA
1,0,1,"V179","glmnet","AUC",NA
1,0,1,"V1790","glmnet","AUC",NA
1,0,1,"V1791","glmnet","AUC",NA
1,0,1,"V1792","glmnet","AUC",NA
1,0,1,"V1793","glmnet","AUC",NA
1,0,1,"V1794","glmnet","AUC",NA
1,0,1,"V1795","glmnet","AUC",NA
1,0,1,"V1796","glmnet","AUC",NA
1,0,1,"V1797","glmnet","AUC",NA
1,0,1,"V1798","glmnet","AUC",NA
1,0,1,"V1799","glmnet","AUC",NA
1,0,1,"V18","glmnet","AUC",NA
1,0,1,"V180","glmnet","AUC",NA
1,0,1,"V1800","glmnet","AUC",NA
1,0,1,"V1801","glmnet","AUC",NA
1,0,1,"V1802","glmnet","AUC",NA
1,0,1,"V1803","glmnet","AUC",NA
1,0,1,"V1804","glmnet","AUC",NA
1,0,1,"V1805","glmnet","AUC",NA
1,0,1,"V1806","glmnet","AUC",NA
1,0,1,"V1807","glmnet","AUC",NA
1,0,1,"V1808","glmnet","AUC",NA
1,0,1,"V1809","glmnet","AUC",NA
1,0,1,"V181","glmnet","AUC",NA
1,0,1,"V1810","glmnet","AUC",NA
1,0,1,"V1811","glmnet","AUC",NA
1,0,1,"V1812","glmnet","AUC",NA
1,0,1,"V1813","glmnet","AUC",NA
1,0,1,"V1814","glmnet","AUC",NA
1,0,1,"V1815","glmnet","AUC",NA
1,0,1,"V1816","glmnet","AUC",NA
1,0,1,"V1817","glmnet","AUC",NA
1,0,1,"V1818","glmnet","AUC",NA
1,0,1,"V1819","glmnet","AUC",NA
1,0,1,"V182","glmnet","AUC",NA
1,0,1,"V1820","glmnet","AUC",NA
1,0,1,"V1821","glmnet","AUC",NA
1,0,1,"V1822","glmnet","AUC",NA
1,0,1,"V1823","glmnet","AUC",NA
1,0,1,"V1824","glmnet","AUC",NA
1,0,1,"V1825","glmnet","AUC",NA
1,0,1,"V1826","glmnet","AUC",NA
1,0,1,"V1827","glmnet","AUC",NA
1,0,1,"V1828","glmnet","AUC",NA
1,0,1,"V1829","glmnet","AUC",NA
1,0,1,"V183","glmnet","AUC",NA
1,0,1,"V1830","glmnet","AUC",NA
1,0,1,"V1831","glmnet","AUC",NA
1,0,1,"V1832","glmnet","AUC",NA
1,0,1,"V1833","glmnet","AUC",NA
1,0,1,"V1834","glmnet","AUC",NA
1,0,1,"V1835","glmnet","AUC",NA
1,0,1,"V1836","glmnet","AUC",NA
1,0,1,"V1837","glmnet","AUC",NA
1,0,1,"V1838","glmnet","AUC",NA
1,0,1,"V1839","glmnet","AUC",NA
1,0,1,"V184","glmnet","AUC",NA
1,0,1,"V1840","glmnet","AUC",NA
1,0,1,"V1841","glmnet","AUC",NA
1,0,1,"V1842","glmnet","AUC",NA
1,0,1,"V1843","glmnet","AUC",NA
1,0,1,"V1844","glmnet","AUC",NA
1,0,1,"V1845","glmnet","AUC",NA
1,0,1,"V1846","glmnet","AUC",NA
1,0,1,"V1847","glmnet","AUC",NA
1,0,1,"V1848","glmnet","AUC",NA
1,0,1,"V1849","glmnet","AUC",NA
1,0,1,"V185","glmnet","AUC",NA
1,0,1,"V1850","glmnet","AUC",NA
1,0,1,"V1851","glmnet","AUC",NA
1,0,1,"V1852","glmnet","AUC",NA
1,0,1,"V1853","glmnet","AUC",NA
1,0,1,"V1854","glmnet","AUC",NA
1,0,1,"V1855","glmnet","AUC",NA
1,0,1,"V1856","glmnet","AUC",NA
1,0,1,"V1857","glmnet","AUC",NA
1,0,1,"V1858","glmnet","AUC",NA
1,0,1,"V1859","glmnet","AUC",NA
1,0,1,"V186","glmnet","AUC",NA
1,0,1,"V1860","glmnet","AUC",NA
1,0,1,"V1861","glmnet","AUC",NA
1,0,1,"V1862","glmnet","AUC",NA
1,0,1,"V1863","glmnet","AUC",NA
1,0,1,"V1864","glmnet","AUC",NA
1,0,1,"V1865","glmnet","AUC",NA
1,0,1,"V1866","glmnet","AUC",NA
1,0,1,"V1867","glmnet","AUC",NA
1,0,1,"V1868","glmnet","AUC",NA
1,0,1,"V1869","glmnet","AUC",NA
1,0,1,"V187","glmnet","AUC",NA
1,0,1,"V1870","glmnet","AUC",NA
1,0,1,"V1871","glmnet","AUC",NA
1,0,1,"V1872","glmnet","AUC",NA
1,0,1,"V1873","glmnet","AUC",NA
1,0,1,"V1874","glmnet","AUC",NA
1,0,1,"V1875","glmnet","AUC",NA
1,0,1,"V1876","glmnet","AUC",NA
1,0,1,"V1877","glmnet","AUC",NA
1,0,1,"V1878","glmnet","AUC",NA
1,0,1,"V1879","glmnet","AUC",NA
1,0,1,"V188","glmnet","AUC",NA
1,0,1,"V1880","glmnet","AUC",NA
1,0,1,"V1881","glmnet","AUC",NA
1,0,1,"V1882","glmnet","AUC",NA
1,0,1,"V1883","glmnet","AUC",NA
1,0,1,"V1884","glmnet","AUC",NA
1,0,1,"V1885","glmnet","AUC",NA
1,0,1,"V1886","glmnet","AUC",NA
1,0,1,"V1887","glmnet","AUC",NA
1,0,1,"V1888","glmnet","AUC",NA
1,0,1,"V1889","glmnet","AUC",NA
1,0,1,"V189","glmnet","AUC",NA
1,0,1,"V1890","glmnet","AUC",NA
1,0,1,"V1891","glmnet","AUC",NA
1,0,1,"V1892","glmnet","AUC",NA
1,0,1,"V1893","glmnet","AUC",NA
1,0,1,"V1894","glmnet","AUC",NA
1,0,1,"V1895","glmnet","AUC",NA
1,0,1,"V1896","glmnet","AUC",NA
1,0,1,"V1897","glmnet","AUC",NA
1,0,1,"V1898","glmnet","AUC",NA
1,0,1,"V1899","glmnet","AUC",NA
1,0,1,"V19","glmnet","AUC",NA
1,0,1,"V190","glmnet","AUC",NA
1,0,1,"V1900","glmnet","AUC",NA
1,0,1,"V1901","glmnet","AUC",NA
1,0,1,"V1902","glmnet","AUC",NA
1,0,1,"V1903","glmnet","AUC",NA
1,0,1,"V1904","glmnet","AUC",NA
1,0,1,"V1905","glmnet","AUC",NA
1,0,1,"V1906","glmnet","AUC",NA
1,0,1,"V1907","glmnet","AUC",NA
1,0,1,"V1908","glmnet","AUC",NA
1,0,1,"V1909","glmnet","AUC",NA
1,0,1,"V191","glmnet","AUC",NA
1,0,1,"V1910","glmnet","AUC",NA
1,0,1,"V1911","glmnet","AUC",NA
1,0,1,"V1912","glmnet","AUC",NA
1,0,1,"V1913","glmnet","AUC",NA
1,0,1,"V1914","glmnet","AUC",NA
1,0,1,"V1915","glmnet","AUC",NA
1,0,1,"V1916","glmnet","AUC",NA
1,0,1,"V1917","glmnet","AUC",NA
1,0,1,"V1918","glmnet","AUC",NA
1,0,1,"V1919","glmnet","AUC",NA
1,0,1,"V192","glmnet","AUC",NA
1,0,1,"V1920","glmnet","AUC",NA
1,0,1,"V1921","glmnet","AUC",NA
1,0,1,"V1922","glmnet","AUC",NA
1,0,1,"V1923","glmnet","AUC",NA
1,0,1,"V1924","glmnet","AUC",NA
1,0,1,"V1925","glmnet","AUC",NA
1,0,1,"V1926","glmnet","AUC",NA
1,0,1,"V1927","glmnet","AUC",NA
1,0,1,"V1928","glmnet","AUC",NA
1,0,1,"V1929","glmnet","AUC",NA
1,0,1,"V193","glmnet","AUC",NA
1,0,1,"V1930","glmnet","AUC",NA
1,0,1,"V1931","glmnet","AUC",NA
1,0,1,"V1932","glmnet","AUC",NA
1,0,1,"V1933","glmnet","AUC",NA
1,0,1,"V1934","glmnet","AUC",NA
1,0,1,"V1935","glmnet","AUC",NA
1,0,1,"V1936","glmnet","AUC",NA
1,0,1,"V1937","glmnet","AUC",NA
1,0,1,"V1938","glmnet","AUC",NA
1,0,1,"V1939","glmnet","AUC",NA
1,0,1,"V194","glmnet","AUC",NA
1,0,1,"V1940","glmnet","AUC",NA
1,0,1,"V1941","glmnet","AUC",NA
1,0,1,"V1942","glmnet","AUC",NA
1,0,1,"V1943","glmnet","AUC",NA
1,0,1,"V1944","glmnet","AUC",NA
1,0,1,"V1945","glmnet","AUC",NA
1,0,1,"V1946","glmnet","AUC",NA
1,0,1,"V1947","glmnet","AUC",NA
1,0,1,"V1948","glmnet","AUC",NA
1,0,1,"V1949","glmnet","AUC",NA
1,0,1,"V195","glmnet","AUC",NA
1,0,1,"V1950","glmnet","AUC",NA
1,0,1,"V1951","glmnet","AUC",NA
1,0,1,"V1952","glmnet","AUC",NA
1,0,1,"V1953","glmnet","AUC",NA
1,0,1,"V1954","glmnet","AUC",NA
1,0,1,"V1955","glmnet","AUC",NA
1,0,1,"V1956","glmnet","AUC",NA
1,0,1,"V1957","glmnet","AUC",NA
1,0,1,"V1958","glmnet","AUC",NA
1,0,1,"V1959","glmnet","AUC",NA
1,0,1,"V196","glmnet","AUC",NA
1,0,1,"V1960","glmnet","AUC",NA
1,0,1,"V1961","glmnet","AUC",NA
1,0,1,"V1962","glmnet","AUC",NA
1,0,1,"V1963","glmnet","AUC",NA
1,0,1,"V1964","glmnet","AUC",NA
1,0,1,"V1965","glmnet","AUC",NA
1,0,1,"V1966","glmnet","AUC",NA
1,0,1,"V1967","glmnet","AUC",NA
1,0,1,"V1968","glmnet","AUC",NA
1,0,1,"V1969","glmnet","AUC",NA
1,0,1,"V197","glmnet","AUC",NA
1,0,1,"V1970","glmnet","AUC",NA
1,0,1,"V1971","glmnet","AUC",NA
1,0,1,"V1972","glmnet","AUC",NA
1,0,1,"V1973","glmnet","AUC",NA
1,0,1,"V1974","glmnet","AUC",NA
1,0,1,"V1975","glmnet","AUC",NA
1,0,1,"V1976","glmnet","AUC",NA
1,0,1,"V1977","glmnet","AUC",NA
1,0,1,"V1978","glmnet","AUC",NA
1,0,1,"V1979","glmnet","AUC",NA
1,0,1,"V198","glmnet","AUC",NA
1,0,1,"V1980","glmnet","AUC",NA
1,0,1,"V1981","glmnet","AUC",NA
1,0,1,"V1982","glmnet","AUC",NA
1,0,1,"V1983","glmnet","AUC",NA
1,0,1,"V1984","glmnet","AUC",NA
1,0,1,"V1985","glmnet","AUC",NA
1,0,1,"V1986","glmnet","AUC",NA
1,0,1,"V1987","glmnet","AUC",NA
1,0,1,"V1988","glmnet","AUC",NA
1,0,1,"V1989","glmnet","AUC",NA
1,0,1,"V199","glmnet","AUC",NA
1,0,1,"V1990","glmnet","AUC",NA
1,0,1,"V1991","glmnet","AUC",NA
1,0,1,"V1992","glmnet","AUC",NA
1,0,1,"V1993","glmnet","AUC",NA
1,0,1,"V1994","glmnet","AUC",NA
1,0,1,"V1995","glmnet","AUC",NA
1,0,1,"V1996","glmnet","AUC",NA
1,0,1,"V1997","glmnet","AUC",NA
1,0,1,"V1998","glmnet","AUC",NA
1,0,1,"V1999","glmnet","AUC",NA
1,0,1,"V2","glmnet","AUC",NA
1,0,1,"V20","glmnet","AUC",NA
1,0,1,"V200","glmnet","AUC",NA
1,0,1,"V2000","glmnet","AUC",NA
1,0,1,"V2001","glmnet","AUC",NA
1,0,1,"V2002","glmnet","AUC",NA
1,0,1,"V2003","glmnet","AUC",NA
1,0,1,"V2004","glmnet","AUC",NA
1,0,1,"V2005","glmnet","AUC",NA
1,0,1,"V2006","glmnet","AUC",NA
1,0,1,"V2007","glmnet","AUC",NA
1,0,1,"V2008","glmnet","AUC",NA
1,0,1,"V2009","glmnet","AUC",NA
1,0,1,"V201","glmnet","AUC",NA
1,0,1,"V2010","glmnet","AUC",NA
1,0,1,"V2011","glmnet","AUC",NA
1,0,1,"V2012","glmnet","AUC",NA
1,0,1,"V2013","glmnet","AUC",NA
1,0,1,"V2014","glmnet","AUC",NA
1,0,1,"V2015","glmnet","AUC",NA
1,0,1,"V2016","glmnet","AUC",NA
1,0,1,"V2017","glmnet","AUC",NA
1,0,1,"V2018","glmnet","AUC",NA
1,0,1,"V2019","glmnet","AUC",NA
1,0,1,"V202","glmnet","AUC",NA
1,0,1,"V2020","glmnet","AUC",NA
1,0,1,"V2021","glmnet","AUC",NA
1,0,1,"V2022","glmnet","AUC",NA
1,0,1,"V2023","glmnet","AUC",NA
1,0,1,"V2024","glmnet","AUC",NA
1,0,1,"V2025","glmnet","AUC",NA
1,0,1,"V2026","glmnet","AUC",NA
1,0,1,"V2027","glmnet","AUC",NA
1,0,1,"V2028","glmnet","AUC",NA
1,0,1,"V2029","glmnet","AUC",NA
1,0,1,"V203","glmnet","AUC",NA
1,0,1,"V2030","glmnet","AUC",NA
1,0,1,"V2031","glmnet","AUC",NA
1,0,1,"V2032","glmnet","AUC",NA
1,0,1,"V2033","glmnet","AUC",NA
1,0,1,"V2034","glmnet","AUC",NA
1,0,1,"V2035","glmnet","AUC",NA
1,0,1,"V2036","glmnet","AUC",NA
1,0,1,"V2037","glmnet","AUC",NA
1,0,1,"V2038","glmnet","AUC",NA
1,0,1,"V2039","glmnet","AUC",NA
1,0,1,"V204","glmnet","AUC",NA
1,0,1,"V2040","glmnet","AUC",NA
1,0,1,"V2041","glmnet","AUC",NA
1,0,1,"V2042","glmnet","AUC",NA
1,0,1,"V2043","glmnet","AUC",NA
1,0,1,"V2044","glmnet","AUC",NA
1,0,1,"V2045","glmnet","AUC",NA
1,0,1,"V2046","glmnet","AUC",NA
1,0,1,"V2047","glmnet","AUC",NA
1,0,1,"V2048","glmnet","AUC",NA
1,0,1,"V2049","glmnet","AUC",NA
1,0,1,"V205","glmnet","AUC",NA
1,0,1,"V2050","glmnet","AUC",NA
1,0,1,"V2051","glmnet","AUC",NA
1,0,1,"V2052","glmnet","AUC",NA
1,0,1,"V2053","glmnet","AUC",NA
1,0,1,"V2054","glmnet","AUC",NA
1,0,1,"V2055","glmnet","AUC",NA
1,0,1,"V2056","glmnet","AUC",NA
1,0,1,"V2057","glmnet","AUC",NA
1,0,1,"V2058","glmnet","AUC",NA
1,0,1,"V2059","glmnet","AUC",NA
1,0,1,"V206","glmnet","AUC",NA
1,0,1,"V2060","glmnet","AUC",NA
1,0,1,"V2061","glmnet","AUC",NA
1,0,1,"V2062","glmnet","AUC",NA
1,0,1,"V2063","glmnet","AUC",NA
1,0,1,"V2064","glmnet","AUC",NA
1,0,1,"V2065","glmnet","AUC",NA
1,0,1,"V2066","glmnet","AUC",NA
1,0,1,"V2067","glmnet","AUC",NA
1,0,1,"V2068","glmnet","AUC",NA
1,0,1,"V2069","glmnet","AUC",NA
1,0,1,"V207","glmnet","AUC",NA
1,0,1,"V2070","glmnet","AUC",NA
1,0,1,"V2071","glmnet","AUC",NA
1,0,1,"V2072","glmnet","AUC",NA
1,0,1,"V2073","glmnet","AUC",NA
1,0,1,"V2074","glmnet","AUC",NA
1,0,1,"V2075","glmnet","AUC",NA
1,0,1,"V2076","glmnet","AUC",NA
1,0,1,"V2077","glmnet","AUC",NA
1,0,1,"V2078","glmnet","AUC",NA
1,0,1,"V2079","glmnet","AUC",NA
1,0,1,"V208","glmnet","AUC",NA
1,0,1,"V2080","glmnet","AUC",NA
1,0,1,"V2081","glmnet","AUC",NA
1,0,1,"V2082","glmnet","AUC",NA
1,0,1,"V2083","glmnet","AUC",NA
1,0,1,"V2084","glmnet","AUC",NA
1,0,1,"V2085","glmnet","AUC",NA
1,0,1,"V2086","glmnet","AUC",NA
1,0,1,"V2087","glmnet","AUC",NA
